id,created_at,rt_id,Gazouilloire,Snscrape,Twint
1325737631058104320,2020-11-09T09:50:56,,1,1,1
1327179284323110912,2020-11-13T09:19:33,,1,1,1
1327674032645419013,2020-11-14T18:05:31,,1,1,1
1327745806829572098,2020-11-14T22:50:43,,1,1,1
1327533352900038656,2020-11-14T08:46:30,,1,1,1
1327869442760577024,2020-11-15T07:02:00,,1,1,1
1326940970022297604,2020-11-12T17:32:35,,1,1,1
1326987503879000065,2020-11-12T20:37:29,,1,1,1
1327976813684023298,2020-11-15T14:08:39,,1,1,1
1327280088677806080,2020-11-13T16:00:07,,1,1,1
1328067621342883840,2020-11-15T20:09:29,,1,1,1
1326895045392412676,2020-11-12T14:30:05,,1,1,1
1327251744506646528,2020-11-13T14:07:29,,1,1,1
1327647579765690369,2020-11-14T16:20:24,,1,1,1
1327051915285282816,2020-11-13T00:53:26,,1,1,1
1327147893342482433,2020-11-13T07:14:49,,1,1,1
1327554862964482049,2020-11-14T10:11:58,,1,1,1
1327019040066449408,2020-11-12T22:42:48,,1,1,1
1327322829797421056,2020-11-13T18:49:57,,1,1,1
1327631862530002946,2020-11-14T15:17:56,,1,1,1
1326813217943937024,2020-11-12T09:04:56,,1,1,1
1326972975837536256,2020-11-12T19:39:46,,1,1,1
1327011139801280513,2020-11-12T22:11:25,,1,1,1
1327176173919629312,2020-11-13T09:07:12,,1,1,1
1327224248130293761,2020-11-13T12:18:14,,1,1,1
1327252504116158464,2020-11-13T14:10:30,,1,1,1
1327309723176226819,2020-11-13T17:57:52,,1,1,1
1326858869814022144,2020-11-12T12:06:21,,1,1,1
1326961990556913664,2020-11-12T18:56:06,,1,1,1
1326525442329817090,2020-11-11T14:01:25,,1,1,1
1328337680262901763,2020-11-16T14:02:36,,1,1,1
1326932708195524609,2020-11-12T16:59:45,,1,1,1
1327571018194558976,2020-11-14T11:16:10,,1,1,1
1328077276961968134,2020-11-15T20:47:51,,1,1,1
1328260882892197888,2020-11-16T08:57:27,,1,1,1
1328263897581809664,2020-11-16T09:09:25,,1,1,1
1327283284192206848,2020-11-13T16:12:49,,1,1,1
1327912399194697730,2020-11-15T09:52:42,,1,1,1
1327280073548959744,2020-11-13T16:00:03,,1,1,1
1327654080869773315,2020-11-14T16:46:14,,1,1,1
1328059512943747073,2020-11-15T19:37:16,,1,1,1
1326887731708964868,2020-11-12T14:01:02,,1,1,1
1326896497716318209,2020-11-12T14:35:52,,1,1,1
1328287346245185536,2020-11-16T10:42:36,,1,1,1
1328055734391730176,2020-11-15T19:22:15,,1,1,1
1328392757803700224,2020-11-16T17:41:28,,1,1,1
1327269000905166850,2020-11-13T15:16:03,,1,1,1
1327918099853676545,2020-11-15T10:15:21,,1,1,1
1327330394455289857,2020-11-13T19:20:01,,1,1,1
1326631795610279938,2020-11-11T21:04:02,,1,1,1
1327003340438466562,2020-11-12T21:40:25,,1,1,1
1327130176497573890,2020-11-13T06:04:25,,1,1,1
1327381711014010881,2020-11-13T22:43:56,,1,1,1
1327606975652360194,2020-11-14T13:39:03,,1,1,1
1327636684108918789,2020-11-14T15:37:06,,1,1,1
1327012854042660864,2020-11-12T22:18:13,,1,1,1
1327588918791987205,2020-11-14T12:27:18,,1,1,1
1326539181766569986,2020-11-11T14:56:01,,1,1,1
1327634112249737218,2020-11-14T15:26:53,,1,1,1
1326556309374820353,2020-11-11T16:04:05,,1,1,1
1327533621633298434,2020-11-14T08:47:34,,1,1,1
1327378644260548608,2020-11-13T22:31:44,,1,1,1
1327767685585907712,2020-11-15T00:17:39,,1,1,1
1328090930159685639,2020-11-15T21:42:07,,1,1,1
1326814115764047874,2020-11-12T09:08:30,,1,1,1
1327547671943540736,2020-11-14T09:43:24,,1,1,1
1327382008943824899,2020-11-13T22:45:07,,1,1,1
1327534749372583936,2020-11-14T08:52:03,,1,1,1
1328063158066491392,2020-11-15T19:51:45,,1,1,1
1327407116118790145,2020-11-14T00:24:53,,1,1,1
1326982047802548227,2020-11-12T20:15:48,,1,1,1
1327604481853415424,2020-11-14T13:29:08,,1,1,1
1327150621032583168,2020-11-13T07:25:39,,1,1,1
1327224462123687937,2020-11-13T12:19:05,,1,1,1
1327256108696801282,2020-11-13T14:24:50,,1,1,1
1326193085471207424,2020-11-10T16:00:45,,1,1,1
1327282501312786432,2020-11-13T16:09:42,,1,1,1
1326563620147388416,2020-11-11T16:33:08,,1,1,1
1327932878223798273,2020-11-15T11:14:04,,1,1,1
1327955857217359874,2020-11-15T12:45:23,,1,1,1
1326884446478471170,2020-11-12T13:47:59,,1,1,1
1327187596477411330,2020-11-13T09:52:35,,1,1,1
1327748106516123649,2020-11-14T22:59:51,,1,1,1
1328319748292161536,2020-11-16T12:51:21,,1,1,1
1327700500079407105,2020-11-14T19:50:41,,1,1,1
1327181039089889280,2020-11-13T09:26:32,,1,1,1
1327343084619894784,2020-11-13T20:10:26,,1,1,1
1327547356716421120,2020-11-14T09:42:09,,1,1,1
1328390789832069134,2020-11-16T17:33:39,,1,1,1
1326948044907089930,2020-11-12T18:00:42,,1,1,1
1327775449280294918,2020-11-15T00:48:30,,1,1,1
1328234902945492993,2020-11-16T07:14:12,,1,1,1
1327000772941393920,2020-11-12T21:30:13,,1,1,1
1326887573839605761,2020-11-12T14:00:24,,1,1,1
1327196932478017536,2020-11-13T10:29:41,,1,1,1
1328396027913703425,2020-11-16T17:54:28,,1,1,1
1327410615997050881,2020-11-14T00:38:47,,1,1,1
1327565368555155456,2020-11-14T10:53:43,,1,1,1
1327360814131650562,2020-11-13T21:20:53,,1,1,1
1327313079487647745,2020-11-13T18:11:13,,1,1,1
1327998792969416709,2020-11-15T15:35:59,,1,1,1
1327725078222663685,2020-11-14T21:28:21,,1,1,1
1327218682557313024,2020-11-13T11:56:07,,1,1,1
1327259413229527041,2020-11-13T14:37:58,,1,1,1
1327304139336978437,2020-11-13T17:35:41,,1,1,1
1327241212529684480,2020-11-13T13:25:38,,1,1,1
1326850491972788226,2020-11-12T11:33:03,,1,1,1
1326951963817373696,2020-11-12T18:16:16,,1,1,1
1327400567333904384,2020-11-13T23:58:51,,1,1,1
1326618120145039360,2020-11-11T20:09:41,,1,1,1
1327059476113920002,2020-11-13T01:23:29,,1,1,1
1328083450117689350,2020-11-15T21:12:23,,1,1,1
1327268027847634948,2020-11-13T15:12:11,,1,1,1
1327390458906107904,2020-11-13T23:18:41,,1,1,1
1327531689577504768,2020-11-14T08:39:53,,1,1,1
1328090438688006144,2020-11-15T21:40:09,,1,1,1
1325754430613037056,2020-11-09T10:57:42,,1,1,1
1328256694850351104,2020-11-16T08:40:48,,1,1,1
1326446450784563202,2020-11-11T08:47:32,,1,1,1
1327670868806397954,2020-11-14T17:52:56,,1,1,1
1327352801140371456,2020-11-13T20:49:03,,1,1,1
1326730116320407552,2020-11-12T03:34:43,,1,1,1
1326973741100916745,2020-11-12T19:42:48,,1,1,1
1327572481432023040,2020-11-14T11:21:59,,1,1,1
1327213292239130624,2020-11-13T11:34:41,,1,1,1
1327518382841847809,2020-11-14T07:47:01,,1,1,1
1328102276674760704,2020-11-15T22:27:12,,1,1,1
1326966704010825728,2020-11-12T19:14:50,,1,1,1
1327654970376806403,2020-11-14T16:49:46,,1,1,1
1326600425789771777,2020-11-11T18:59:23,,1,1,1
1327482147616264192,2020-11-14T05:23:02,,1,1,1
1328341917139161089,2020-11-16T14:19:27,,1,1,1
1326603933637337089,2020-11-11T19:13:19,,1,1,1
1327752696296779779,2020-11-14T23:18:05,,1,1,1
1327240283139006465,2020-11-13T13:21:57,,1,1,1
1328125864199024640,2020-11-16T00:00:56,,1,1,1
1327176318694416384,2020-11-13T09:07:46,,1,1,1
1326971037423165440,2020-11-12T19:32:03,,1,1,1
1327616298738733056,2020-11-14T14:16:06,,1,1,1
1326480560164921352,2020-11-11T11:03:05,,1,1,1
1327259756780720128,2020-11-13T14:39:19,,1,1,1
1327169841078341632,2020-11-13T08:42:02,,1,1,1
1327516027916341252,2020-11-14T07:37:39,,1,1,1
1325911968067317760,2020-11-09T21:23:42,,1,1,1
1326922967394242560,2020-11-12T16:21:03,,1,1,1
1327458496368021504,2020-11-14T03:49:03,,1,1,1
1326553331481767936,2020-11-11T15:52:15,,1,1,1
1327679883120693255,2020-11-14T18:28:45,,1,1,1
1327169392975765507,2020-11-13T08:40:15,,1,1,1
1327328419093377024,2020-11-13T19:12:10,,1,1,1
